customer_id,declared_monthly_income,estimated_monthly_income,income_gap_pct
CUST000008,66583.33333333333,82691.27,24.192150344180234
CUST000009,36166.666666666664,74323.08,105.50159850230416
CUST000014,48166.666666666664,43567.715,-9.547996864186848
CUST000019,41166.666666666664,53561.49,30.108878415991914
CUST000020,35833.333333333336,86196.8,140.54920058139533
CUST000023,38250.0,43199.508,12.939889705882354
CUST000025,6500.0,16634.744,155.919140625
CUST000026,48250.0,65368.945,35.479679404145074
CUST000028,48916.666666666664,48806.2,-0.22582783219761005
CUST000030,50666.666666666664,62834.6,24.015660978618428
CUST000040,15333.333333333334,37653.58,145.56681385869564
CUST000041,63000.0,51923.47,-17.581795634920635
CUST000044,118750.0,129569.78,9.111394736842106
CUST000045,33166.666666666664,20773.16,-37.36735631281407
CUST000047,18500.0,15472.425,-16.365271326013513
CUST000050,25583.333333333332,26694.834,4.344627951954402
CUST000051,36916.666666666664,105016.97,184.47034424379237
CUST000052,45083.333333333336,62857.445,39.42501732902032
CUST000060,72083.33333333333,41609.977,-42.27517702312139
CUST000063,95916.66666666667,77150.32,-19.565261185925287
CUST000065,61583.333333333336,111885.88,81.68208305142083
CUST000068,36666.666666666664,56208.49,53.29587713068182
CUST000070,19416.666666666668,49000.766,152.36445815450642
CUST000071,57333.333333333336,74740.97,30.36215479651162
CUST000073,76250.0,68745.3,-9.842233606557377
CUST000074,90583.33333333333,87687.54,-3.196829001839921
CUST000075,40000.0,42900.33,7.2508203125
CUST000078,18416.666666666668,20637.988,12.061474830316735
CUST000087,52416.666666666664,43757.9,-16.519112678855322
CUST000092,38166.666666666664,47032.117,23.228254639738
CUST000093,16916.666666666668,14818.471,-12.403128848522174
CUST000110,17750.0,26626.54,50.00867077464789
CUST000111,31333.333333333332,31334.117,0.0025016622340464237
CUST000114,32333.333333333332,24860.477,-23.11192815721649
CUST000115,14750.0,34427.113,133.40415783898305
CUST000125,36500.0,44501.996,21.923276969178083
CUST000129,16166.666666666666,19981.15,23.594744684278353
CUST000133,61083.333333333336,66207.22,8.388352660300132
CUST000134,35666.666666666664,30047.553,-15.754525043808407
CUST000135,55500.0,90245.14,62.603856981981984
CUST000136,26583.333333333332,24048.459,-9.53557748824451
CUST000140,43916.666666666664,43738.285,-0.40618180740037396
CUST000143,49166.666666666664,125602.81,155.46334745762715
CUST000147,27000.0,68067.78,152.1028935185185
