customer_id,declared_monthly_income,estimated_monthly_income,income_gap_pct
CUST000008,66583.33333333333,82972.78,24.61494055068837
CUST000009,36166.666666666664,73616.26,103.54725662442397
CUST000014,48166.666666666664,45657.406,-5.209537197231829
CUST000019,41166.666666666664,53708.3,30.46550797064778
CUST000020,35833.333333333336,87716.14,144.78922965116277
CUST000023,38250.0,44267.434,15.731852532679738
CUST000025,6500.0,16136.434,148.25282451923076
CUST000026,48250.0,66621.52,38.07569624352332
CUST000028,48916.666666666664,49616.707,1.4310876277683187
CUST000030,50666.666666666664,64656.574,27.611659642269743
CUST000040,15333.333333333334,38707.492,152.44016644021735
CUST000041,63000.0,51476.29,-18.29160466269841
CUST000044,118750.0,136479.52,14.930118421052633
CUST000045,33166.666666666664,21651.633,-34.718695037688434
CUST000047,18500.0,16140.037,-12.756556165540541
CUST000050,25583.333333333332,27520.537,7.572132023615641
CUST000051,36916.666666666664,108237.945,193.1953371896163
CUST000052,45083.333333333336,63568.047,41.00121303142328
CUST000060,72083.33333333333,42289.965,-41.33184067919075
CUST000063,95916.66666666667,80297.06,-16.284556907037363
CUST000065,61583.333333333336,113691.22,84.61361637347767
CUST000068,36666.666666666664,55987.824,52.69406605113638
CUST000070,19416.666666666668,48795.707,151.30836239270386
CUST000071,57333.333333333336,80192.61,39.87083030523255
CUST000073,76250.0,68995.72,-9.513811475409836
CUST000074,90583.33333333333,89392.19,-1.3149724011039505
CUST000075,40000.0,43763.996,9.409990234375
CUST000078,18416.666666666668,19942.973,8.287634332579179
CUST000087,52416.666666666664,43844.832,-16.35326162559618
CUST000092,38166.666666666664,49847.016,30.6035343886463
CUST000093,16916.666666666668,15451.365,-8.66188038793104
CUST000110,17750.0,27496.49,54.909804137323945
CUST000111,31333.333333333332,31634.498,0.9611639793883018
CUST000114,32333.333333333332,26133.633,-19.174331507731956
CUST000115,14750.0,35932.527,143.61035487288137
CUST000125,36500.0,45767.285,25.389822345890412
CUST000129,16166.666666666666,19131.887,18.34156733247423
CUST000133,61083.333333333336,67436.32,10.40052438608458
CUST000134,35666.666666666664,32391.021,-9.184051912967284
CUST000135,55500.0,90451.34,62.97539414414415
CUST000136,26583.333333333332,25266.225,-4.954640967868334
CUST000140,43916.666666666664,45048.85,2.578030123339664
CUST000143,49166.666666666664,122789.46,149.74127648305085
CUST000147,27000.0,69112.52,155.97230902777775
CUST000148,43833.333333333336,35858.742,-18.192983602661602
CUST000150,55250.0,52526.59,-4.9292491515837105
CUST000151,44416.666666666664,93521.66,110.55532363977487
CUST000152,21916.666666666668,26329.988,20.13682865969581
CUST000153,51750.0,38364.867,-25.86499094202899
CUST000155,110416.66666666667,135154.75,22.404301886792446
CUST000157,33416.666666666664,55749.17,66.83043952618455
CUST000159,41416.666666666664,53084.098,28.170859532193166
CUST000160,74166.66666666667,70291.336,-5.225165028089894
CUST000162,91916.66666666667,56116.516,-38.948487080689034
CUST000166,81750.0,114074.64,39.540844801223244
CUST000169,39500.0,34136.434,-13.578649129746836
CUST000172,30166.666666666668,40768.22,35.14326657458563
CUST000173,85250.0,95491.96,12.014030425219941
CUST000174,199750.0,126191.84,-36.82510951188986
CUST000176,38916.666666666664,44664.906,14.770637044967888
CUST000181,91000.0,49987.957,-45.068179086538464
CUST000182,39500.0,32901.6,-16.704806170886076
CUST000185,32666.666666666668,35307.21,8.083298788265301
CUST000186,24333.333333333332,32205.06,32.34956389126713
CUST000193,46500.0,40778.85,-12.303545026881721
CUST000197,40000.0,55773.617,39.43404296875
CUST000201,62583.333333333336,60160.914,-3.8707098868175804
CUST000202,52250.0,55419.15,6.0653558612440195
CUST000206,73583.33333333333,77764.01,5.68155082106456
CUST000207,116666.66666666667,82136.77,-29.59705133928572
CUST000210,11083.333333333334,28170.334,154.1684269266917
CUST000211,26000.0,28365.955,9.099827223557693
CUST000215,108916.66666666667,90501.06,-16.90797628156083
CUST000216,46500.0,36014.21,-22.550084005376345
CUST000217,10833.333333333334,14111.879,30.263497596153837
CUST000218,95416.66666666667,74316.56,-22.11364628820961
CUST000222,67083.33333333333,54571.98,-18.65046389751552
CUST000226,14916.666666666666,21008.83,40.841318959497215
CUST000227,61583.333333333336,79461.46,29.030789073071713
CUST000228,39583.333333333336,53440.434,35.00741118421052
CUST000230,77500.0,44956.984,-41.99098790322581
CUST000231,153000.0,118764.125,-22.37638888888889
CUST000232,32166.666666666668,29891.172,-7.074077072538863
CUST000233,18916.666666666668,22257.287,17.65966753854625
CUST000234,57166.666666666664,48639.395,-14.916511024052475
CUST000235,73916.66666666667,74471.195,0.7502078635851118
CUST000239,36750.0,32224.518,-12.314237882653062
CUST000240,34083.333333333336,44660.27,31.03257564180928
CUST000243,27416.666666666668,45904.03,67.43111702127659
CUST000244,24583.333333333332,62293.35,153.39668432203393
CUST000245,121000.0,128561.0,6.248760330578512
CUST000247,43083.333333333336,34693.84,-19.47271216150871
CUST000248,15750.0,35081.008,122.73655753968254
CUST000251,125583.33333333333,110873.7,-11.71304329794293
CUST000254,20333.333333333332,48204.125,137.06946721311476
CUST000255,36000.0,59469.367,65.19268663194444
CUST000257,60083.333333333336,64449.844,7.267423717059635
CUST000259,89416.66666666667,113716.27,27.17570188723205
CUST000261,21750.0,16106.23,-25.948365660919542
CUST000262,15500.0,31521.17,103.36238659274193
CUST000265,120416.66666666667,165071.72,37.083780276816604
CUST000269,153916.66666666666,126952.72,-17.518536816459118
CUST000272,37416.666666666664,40329.79,7.7856277839643715
CUST000278,62000.0,51091.52,-17.59432333669355
CUST000280,14583.333333333334,17766.098,21.82466964285714
CUST000285,44250.0,30618.822,-30.804921433615817
CUST000289,44000.0,65505.06,48.87513316761364
CUST000291,13750.0,35161.3,155.71855113636363
CUST000294,32583.333333333332,86396.945,165.15686540920717
CUST000297,97250.0,109075.766,12.160170308483291
CUST000302,37250.0,46277.305,24.234375
CUST000304,81500.0,69682.03,-14.500575153374234
CUST000305,94833.33333333333,68480.945,-27.788106876098418
CUST000306,75583.33333333333,52720.348,-30.2487131339581
CUST000307,15916.666666666666,24580.031,54.429515706806285
CUST000308,63250.0,56061.035,-11.365952322134387
CUST000309,79166.66666666667,84248.1,6.418654605263151
CUST000312,172083.33333333334,191246.89,11.136207627118639
CUST000314,53750.0,96164.836,78.9113226744186
CUST000316,52916.666666666664,59135.48,11.752089074803154
CUST000318,17166.666666666668,22276.158,29.76402836771844
CUST000321,62583.333333333336,62433.68,-0.23912699733688805
CUST000322,56083.333333333336,65665.84,17.086199851411585
CUST000323,28083.333333333332,47377.434,68.70302763353116
CUST000324,54500.0,38714.156,-28.964850917431196
CUST000326,33500.0,56951.367,70.00408115671641
CUST000332,50916.666666666664,54227.87,6.50318381751228
CUST000334,28750.0,40078.543,39.4036277173913
CUST000337,85333.33333333333,97708.125,14.501708984375005
CUST000340,32500.0,33398.316,2.7640504807692308
CUST000343,30583.333333333332,68644.59,124.45098773841966
CUST000345,19916.666666666668,30161.5,51.43849372384936
CUST000346,94416.66666666667,76283.74,-19.20521568843778
CUST000350,88250.0,107845.81,22.20488668555241
CUST000352,30416.666666666668,45789.03,50.5392808219178
CUST000354,12166.666666666666,21598.871,77.52496789383562
CUST000359,51416.666666666664,26217.797,-49.009147082658025
CUST000364,30750.0,40716.27,32.410632621951216
CUST000365,68916.66666666667,74673.33,8.35307587666263
CUST000366,15666.666666666666,23047.494,47.111664727393624
CUST000369,33500.0,45365.58,35.41963619402985
CUST000371,31833.333333333332,63189.457,98.50091214005236
CUST000374,13500.0,23955.88,77.4509693287037
CUST000376,14083.333333333334,23725.994,68.46859744822484
CUST000383,34416.666666666664,44493.395,29.27862817796611
CUST000384,23416.666666666668,29721.123,26.922945395907465
CUST000388,94416.66666666667,98547.47,4.375077228596641
CUST000395,35500.0,81712.07,130.17484595070422
CUST000403,11666.666666666666,33109.48,183.79554687500004
CUST000405,50500.0,31168.295,-38.28060411509901
CUST000408,28250.0,46500.59,64.6038578539823
CUST000409,14500.0,37752.14,160.35959051724137
CUST000411,25666.666666666668,56168.918,118.839940137987
CUST000414,85833.33333333333,97690.18,13.81380157766991
